Handle,Command,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Image Command,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status,Metafield: custom.style_code [single_line_text_field],Metafield: custom.fabric [single_line_text_field],Metafield: custom.colour [single_line_text_field],Metafield: custom.fit [single_line_text_field],Metafield: custom.neckline [single_line_text_field],Metafield: custom.sleeves [single_line_text_field],Metafield: custom.bottom [single_line_text_field],Metafield: custom.dupatta [single_line_text_field],Metafield: custom.pattern [single_line_text_field],Metafield: custom.length [single_line_text_field],Metafield: custom.care_instructions [single_line_text_field],Metafield: custom.net_quantity [single_line_text_field],Metafield: custom.model_size [single_line_text_field],Metafield: custom.country_of_origin [single_line_text_field],Metafield: custom.marketed_by [multi_line_text_field],Metafield: custom.manufactured_by [multi_line_text_field]
off-white-embroidered-straight-rayon-kurta-pant-dupatta-set,MERGE,Off White Embroidered Straight Rayon Kurta Pant Dupatta Set,"<p>This elegant Off White Embroidered 3-Piece Kurta Set, crafted from premium rayon fabric for a soft, lightweight, and comfortable feel. The straight-fit kurta showcases intricate multicolor geometric embroidery on the front, adding a sophisticated handcrafted appeal.</p><p>It is paired with matching rayon straight pants and a beautifully coordinated p each embroidered dupatta with delicate border detailing, creating a timeless ethnic ensemble.</p>",Raa Vedic,Kurta Set,"3 Piece Set, Rayon, 2500 to 3500, Under the Neem Trees, New Arrival, Cream, Straight Fit, Embroidered",TRUE,Size,S,10039-CREAM-S,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425662,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10039-cream-jul-01.jpg,1,"Off White Embroidered Straight Rayon Kurta Pant Dupatta Set, view 1",REPLACE,FALSE,Off White Embroidered Straight Rayon Kurta Pant Dupatta Set | Raa Vedi,"This elegant Off White Embroidered 3-Piece Kurta Set, crafted from premium rayon fabric for a soft, lightweight, and comfortable feel. The straight-fit kurta showcases intricate multicolor geometric embroidery on the front, adding a sophisticated handcrafted appeal.It is paired with matching rayon straight pants and a ",g,active,10039,Rayon,Cream,Straight Fit,Round Neck,Three-Quarter Sleeves,Straight Rayon Pants,Peach Embroidered Dupatta with Decorative Border,Embroidered,,Hand Wash Separately or Gentle Machine Wash,3,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
off-white-embroidered-straight-rayon-kurta-pant-dupatta-set,,,,,,,,Size,M,10039-CREAM-M,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425679,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10039-cream-jul-02.jpg,2,"Off White Embroidered Straight Rayon Kurta Pant Dupatta Set, view 2",,,,,g,,,,,,,,,,,,,,,,,
off-white-embroidered-straight-rayon-kurta-pant-dupatta-set,,,,,,,,Size,L,10039-CREAM-L,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425686,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10039-cream-jul-03.jpg,3,"Off White Embroidered Straight Rayon Kurta Pant Dupatta Set, view 3",,,,,g,,,,,,,,,,,,,,,,,
off-white-embroidered-straight-rayon-kurta-pant-dupatta-set,,,,,,,,Size,XL,10039-CREAM-XL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425693,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10039-cream-jul-04.jpg,4,"Off White Embroidered Straight Rayon Kurta Pant Dupatta Set, view 4",,,,,g,,,,,,,,,,,,,,,,,
off-white-embroidered-straight-rayon-kurta-pant-dupatta-set,,,,,,,,Size,XXL,10039-CREAM-XXL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425709,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10039-cream-jul-05.jpg,5,"Off White Embroidered Straight Rayon Kurta Pant Dupatta Set, view 5",,,,,g,,,,,,,,,,,,,,,,,
off-white-embroidered-straight-rayon-kurta-pant-dupatta-set,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10039-cream-jul-06.jpg,6,"Off White Embroidered Straight Rayon Kurta Pant Dupatta Set, view 6",,,,,,,,,,,,,,,,,,,,,,
white-blue-embroidered-cotton-kurta,MERGE,White & Blue Embroidered Cotton Kurta,"<p>This elegant White & Blue Embroidered Kurta, crafted from premium cotton fabric for breathable comfort and all-day ease. Designed in a flattering A-line silhouette, this kurta features intricate blue embroidery on the neckline and sleeves, complemented by stylish side tie-up detailing with tassels for a contemporary ethnic look.</p>",Raa Vedic,Kurta,"Kurta, Cotton, 1500 to 2500, Under the Neem Trees, New Arrival, Blue & White, Blue, White, A Line, Embroidered",TRUE,Size,S,10019-BLUEWHIT-S,320,shopify,10,deny,manual,1799,,TRUE,TRUE,8903629425464,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10019-blue-and-white-jul-01.jpg,1,"White & Blue Embroidered Cotton Kurta, view 1",REPLACE,FALSE,White & Blue Embroidered Cotton Kurta | Raa Vedic,"This elegant White & Blue Embroidered Kurta, crafted from premium cotton fabric for breathable comfort and all-day ease. Designed in a flattering A-line silhouette, this kurta features intricate blue embroidery on the neckline and sleeves, complemented by stylish side tie-up detailing with tassels for a contemporary et",g,active,10019,Cotton,Blue & White,A-Line Fit,Round V-Neck,Three-Quarter Sleeves,,,Embroidered,,Gentle Machine Wash or Hand Wash Separately,1,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
white-blue-embroidered-cotton-kurta,,,,,,,,Size,M,10019-BLUEWHIT-M,320,shopify,10,deny,manual,1799,,TRUE,TRUE,8903629425471,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10019-blue-and-white-jul-02.jpg,2,"White & Blue Embroidered Cotton Kurta, view 2",,,,,g,,,,,,,,,,,,,,,,,
white-blue-embroidered-cotton-kurta,,,,,,,,Size,L,10019-BLUEWHIT-L,320,shopify,10,deny,manual,1799,,TRUE,TRUE,8903629425488,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10019-blue-and-white-jul-03.jpg,3,"White & Blue Embroidered Cotton Kurta, view 3",,,,,g,,,,,,,,,,,,,,,,,
white-blue-embroidered-cotton-kurta,,,,,,,,Size,XL,10019-BLUEWHIT-XL,320,shopify,10,deny,manual,1799,,TRUE,TRUE,8903629425495,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10019-blue-and-white-jul-04.jpg,4,"White & Blue Embroidered Cotton Kurta, view 4",,,,,g,,,,,,,,,,,,,,,,,
white-blue-embroidered-cotton-kurta,,,,,,,,Size,XXL,10019-BLUEWHIT-XXL,320,shopify,10,deny,manual,1799,,TRUE,TRUE,8903629425501,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10019-blue-and-white-jul-05.jpg,5,"White & Blue Embroidered Cotton Kurta, view 5",,,,,g,,,,,,,,,,,,,,,,,
white-blue-embroidered-cotton-kurta,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10019-blue-and-white-jul-06.jpg,6,"White & Blue Embroidered Cotton Kurta, view 6",,,,,,,,,,,,,,,,,,,,,,
white-blue-embroidered-cotton-kurta,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10019-blue-and-white-jul-07.jpg,7,"White & Blue Embroidered Cotton Kurta, view 7",,,,,,,,,,,,,,,,,,,,,,
white-blue-embroidered-cotton-kurta,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10019-blue-and-white-jul-08.jpg,8,"White & Blue Embroidered Cotton Kurta, view 8",,,,,,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10035,MERGE,Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set,"<p>This elegant Sea Green Embroidered 3-Piece Kurta Pant Dupatta Set, crafted from premium Cotton Flex fabric for breathable comfort and a refined look. The straight-fit kurta is beautifully adorned with delicate white embroidery on the front, creating a graceful and sophisticated appeal.</p><p>Paired with matching straight pants and a lightweight white dupatta, this ensemble is perfect for festive celebrations, office wear, family gatherings, and casual ethnic occasions.</p>",Raa Vedic,Kurta Set,"3 Piece Set, Cotton Flex, 2500 to 3500, Under the Neem Trees, New Arrival, Sea Green, Straight Fit, Embroidered, Festive, Office Wear, Casual, Family Gatherings",TRUE,Size,S,10035-SEAGREEN-S,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425112,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10035-sea-green-jul-01.jpg,1,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 1",REPLACE,FALSE,Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set | Ra,"This elegant Sea Green Embroidered 3-Piece Kurta Pant Dupatta Set, crafted from premium Cotton Flex fabric for breathable comfort and a refined look. The straight-fit kurta is beautifully adorned with delicate white embroidery on the front, creating a graceful and sophisticated appeal.Paired with matching straight pant",g,active,10035,Cotton Flex,Sea Green,Straight Fit,V-Neck,Three-Quarter Sleeves,Solid Straight Cotton Flex Pants,Lightweight White Dupatta,Embroidered,,Gentle Hand Wash or Machine Wash on Delicate Cycle,3,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10035,,,,,,,,Size,M,10035-SEAGREEN-M,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425129,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10035-sea-green-jul-02.jpg,2,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 2",,,,,g,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10035,,,,,,,,Size,L,10035-SEAGREEN-L,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425136,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10035-sea-green-jul-03.jpg,3,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 3",,,,,g,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10035,,,,,,,,Size,XL,10035-SEAGREEN-XL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425143,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10035-sea-green-jul-04.jpg,4,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 4",,,,,g,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10035,,,,,,,,Size,XXL,10035-SEAGREEN-XXL,700,shopify,10,deny,manual,2599,,TRUE,TRUE,8903629425150,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10035-sea-green-jul-05.jpg,5,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 5",,,,,g,,,,,,,,,,,,,,,,,
sea-green-embroidered-cotton-flex-straight-kurta-pant-dupatta-set-10035,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/10035-sea-green-jul-06.jpg,6,"Sea Green Embroidered Cotton Flex Straight Kurta Pant Dupatta Set, view 6",,,,,,,,,,,,,,,,,,,,,,
black-floral-printed-georgette-anarkali-gown-for-women,MERGE,Black Floral Printed Georgette Anarkali Gown for Women,"<p>This Black Floral Printed Georgette Anarkali Gown, designed to make every occasion special. Crafted from lightweight and flowy georgette fabric, this floor-length gown features an all-over floral print in contrasting white, creating a striking and sophisticated look.</p><p>The flattering Anarkali silhouette offers graceful movement, while the intricately detailed neckline enhances its ethnic charm.</p>",Raa Vedic,Gown,"Gown, Georgette, Above 3500, Under the Neem Trees, New Arrival, Black, Bestseller, Anarkali, Printed, Floral",TRUE,Size,S,6148-BLACK-S,650,shopify,10,deny,manual,3599,,TRUE,TRUE,8903629362059,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/6148-black-jul-01.jpg,1,"Black Floral Printed Georgette Anarkali Gown for Women, view 1",REPLACE,FALSE,Black Floral Printed Georgette Anarkali Gown for Women | Raa Vedic,"This Black Floral Printed Georgette Anarkali Gown, designed to make every occasion special. Crafted from lightweight and flowy georgette fabric, this floor-length gown features an all-over floral print in contrasting white, creating a striking and sophisticated look.The flattering Anarkali silhouette offers graceful mo",g,active,6148,Georgette,Black,Flared Anarkali Fit,Round Neck with Embellished Placket,Three-Quarter Sleeves,,,All-Over Floral Print,Floor Length,Gentle Hand Wash or Machine wash,1,The model (height 5'6) is wearing a size M,India,"Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015","Vedic Apparel Pvt Ltd, 2B,2nd floor, Sambhav House, Premchandnagar Road, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380015"
black-floral-printed-georgette-anarkali-gown-for-women,,,,,,,,Size,M,6148-BLACK-M,650,shopify,10,deny,manual,3599,,TRUE,TRUE,8903629362066,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/6148-black-jul-02.jpg,2,"Black Floral Printed Georgette Anarkali Gown for Women, view 2",,,,,g,,,,,,,,,,,,,,,,,
black-floral-printed-georgette-anarkali-gown-for-women,,,,,,,,Size,L,6148-BLACK-L,650,shopify,10,deny,manual,3599,,TRUE,TRUE,8903629362073,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/6148-black-jul-03.jpg,3,"Black Floral Printed Georgette Anarkali Gown for Women, view 3",,,,,g,,,,,,,,,,,,,,,,,
black-floral-printed-georgette-anarkali-gown-for-women,,,,,,,,Size,XL,6148-BLACK-XL,650,shopify,10,deny,manual,3599,,TRUE,TRUE,8903629362080,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/6148-black-jul-04.jpg,4,"Black Floral Printed Georgette Anarkali Gown for Women, view 4",,,,,g,,,,,,,,,,,,,,,,,
black-floral-printed-georgette-anarkali-gown-for-women,,,,,,,,Size,XXL,6148-BLACK-XXL,650,shopify,10,deny,manual,3599,,TRUE,TRUE,8903629362097,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/6148-black-jul-05.jpg,5,"Black Floral Printed Georgette Anarkali Gown for Women, view 5",,,,,g,,,,,,,,,,,,,,,,,
black-floral-printed-georgette-anarkali-gown-for-women,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/6148-black-jul-06.jpg,6,"Black Floral Printed Georgette Anarkali Gown for Women, view 6",,,,,,,,,,,,,,,,,,,,,,
black-floral-printed-georgette-anarkali-gown-for-women,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/6148-black-jul-07.jpg,7,"Black Floral Printed Georgette Anarkali Gown for Women, view 7",,,,,,,,,,,,,,,,,,,,,,
black-floral-printed-georgette-anarkali-gown-for-women,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/shardulpandey/raavedic-product-images/main/6148-black-jul-08.jpg,8,"Black Floral Printed Georgette Anarkali Gown for Women, view 8",,,,,,,,,,,,,,,,,,,,,,
